rfp_title,biz_domain,detail_desc
청원24,디지털감사,"○ 청원24 시스템을 온나라에 연계, 접수 및 처리 기능 제공"
청원24,디지털감사,○ 처리 결과는 내부 결재 후 온나라를 통하여 청원24에 연계
청원24,디지털감사,○ 업무 처리를 위하여 청원24에 접수 취하 건과 감사원에서 취해진 처리기한 연장 정보 등 정보에 대한 상호 온라인 연계기능 제공
국제기구감사,디지털감사,"○ 국제기구 감사는 대한민국 감사원이 국제기구에 감사사항을 제안하여 계약하고 계약기간 동안 실지감사를 실시하여 보고
 - 사업성 검토, 제안관리 기능 제공"
국제기구감사,디지털감사,○ 국제기구 감사 계약관리를 실시 기능 제공
국제기구감사,디지털감사,○ 국제기구 감사는 사업수행계획 및 사업관리를 실시 기능 제공
국제기구감사,디지털감사,○ 실지감사는 감사원 표준 감사 프로세스에 국제기구감사 특성 기능을 선택해서 사용할 수 있도록 기능 제공
국제기구감사,디지털감사,"○ 계약기간 동안 일정, 감사관별 업무분장, 출장 및 경비 등 관리사항에 대한 계획 및 실적을 관리할 수 있는 기능 제공"
국제기구감사,디지털감사,"○ 계약 종료 단계에 감사결과보고서와는 별도로 계약 종료 보고서를 작성하기 위한 정보를 지원하며, 보고서를 발송하고 관리하는 기능 제공"
국제기구감사,디지털감사,○ 사업수행 결과 및 성과보고를 작성/관리하는 기능 제공
이행관리,디지털감사,"○ 처분요구에 대한 이행상황을 관리하는 기능 제공
- 이행관리부서 또는 감사 대상기관에서 이행상황을 등록ㆍ변경하거나 공공감사시스템에 입력된 정보와 연계기능 제공
·처분요구에 대한 감사 대상기관의 이행계획을 이관 혹은 등록하고 이를 진행상황과 비교할 수 있는 기능 제공
·장기간 소요되는 처분요구에 대한 단계별 이행상황 관리 등 별도 관리 기능 제공 
·이행결과가 징계ㆍ문책에 해당하는 경우 징계결과, 징계일자 등 상세 내역을 입력하고, 징계 통보 항목으로 연결하는 기능 제공"
이행관리,디지털감사,- 이행 기한이 도래하였거나 미결 상황인 처분요구를 관리할 수 있는 기능 제공
이행관리,디지털감사,"○ 상세 이행상황 관리기능 제공 
- 이행상황을 최신화하기 위하여 대상기관이 공공감사시스템에 입력한 이행상황을 자동 연계하는 기능과 감사원 담당자가 세부정보를 입력하는 기능 제공"
이행관리,디지털감사,"○ 상세 이행상황 관리기능 제공 
- 자료보완 요구 시 공공감사시스템에 연계하여 알림 기능 제공 "
이행관리,디지털감사,"- 변상판정에 대한 특수관리 사항을 관리하는 기능 제공
·특수관리사항을 지정ㆍ해제하는 기능을 제공하여야 하며, 그 내역을 공공감사시스템에 연계 발송하는 기능 제공
·감사대상기관에서 특수관리사항으로 지정된 사항을 공공감사시스템에 신청하면 그 내역을 연계 받아 관리할 수 있는 기능 제공"
이행관리,디지털감사,"○ 공공감사시스템과 연계하여 관리하는 기능 제공 
- 감사대상기관에서 공공감사시스템에 입력한 이행상황ㆍ재심의 신청내역을 연계 수신하는 기능 제공 
- 이행상황ㆍ재심의 신청내역을 입력ㆍ확정하거나 승인하면 그 내역을 공공감사시스템에 연계 전송하는 기능 제공"
이행관리,디지털감사,○ 감사결과 사후관리가 등록된 경우 관련 담당자에게 알림을 전송하는 기능 제공
감사 진행 모니터링 기능,디지털감사,○ 감사팀에서 요청한 실지감사계획서 승인 후 감사연번을 발행하여 이후 감사팀이 감사연번에 의해 감사사항 관리 기능 제공
감사 진행 모니터링 기능,디지털감사,○ 실지감사 중 연간 감사계획의 중점분야 카테고리별 진행 상황을 종합/조직별/단계별 모니터링 및 통계 산출 기능 제공
감사 진행 모니터링 기능,디지털감사,"○ 예비관리번호-감사연번-예상위험번호-개별사건번호-처분요구 번호를 시각적으로 관리할 수 있는 업무흐름도를 도식화하여 제공하고, 필요 시 상세사항 조회 및 진행 상황을 추적 관리할 수 있는 기능 제공"
감사 진행 모니터링 기능,디지털감사,○ 승인된 감사건별 예산집행관리 기능 제공(출장 포함)
감사지원 - 적극행정지원,디지털감사,"○ 적극행정에 대한 면책을 업무절차에 따라 관리 기능 제공
- 감사현장에서 발생한 현장면책사항을 등록하고 관리할 수 있는 기능 제공"
감사지원 - 적극행정지원,디지털감사,접수
감사지원 - 적극행정지원,디지털감사,처리
감사지원 - 적극행정지원,디지털감사,"단계별 면책 및 신청에 의한 면책을 결과 등 절차에 따라 관리하는 기능 제공 
·감사결과에 따른 처분요구와 연결하여 관리 기능 제공 "
감사지원 - 적극행정지원,디지털감사,"- 제출기관, 제출자 등 소명자료에 대한 관리기능 제공"
감사지원 - 적극행정지원,디지털감사,"○ 사전컨설팅 요청 시 업무절차에 따라 관리 기능 제공 
- 분야별로 신청"
감사지원 - 적극행정지원,디지털감사,- 분야별로 접수
감사지원 - 적극행정지원,디지털감사,- 분야별로 결과 등 절차에 따라 관리 기능 제공
감사지원 - 적극행정지원,디지털감사,"○ 유형별, 분야별로 사례를 등록ㆍ변경하는 기능 제공"
감사지원 - 적극행정지원,디지털감사,- 관리 기능 제공
감사지원 - 법률 지원,디지털감사,"○ 감사원 내외 법률 지원에 대한 접수 및 검토, 대응하는 기능 제공
- 법, 규칙/규정 제개정: 규칙/규정 작성, 의견수렴, 검토자 의견, 심의·조정, 감사위원회 부의, 등재, 공포 및 게시 
- 의견표시: 의견요청 입력, 검토 및 의견 입력"
감사지원 - 법률 지원,디지털감사,"○ 감사원 내외 법률 지원에 대한 접수 및 검토, 대응하는 기능 제공
- 소송관리: 소송/법률 지원 접수, 소송 현황파악, 소송 자료관리, 소송 대응, 고발/수사요청 진행상황 파악, 법률지원 집행관리, 처분요구 소송관리"
감사지원 - 법률 지원,디지털감사,"○ 감사원 내외 법률 지원에 대한 접수 및 검토, 대응하는 기능 제공
- 행정심판위원회: 심판청구서 접수 및 검토, 심판위원회"
감사지원 - 법률 지원,디지털감사,"○ 감사사항과 관련된 법률지원 시 해당 감사사항에 등록된 보고서 및 증거서류 열람 기능 제공
○ 감사 이외 사항 관련된 법률지원 시 법률검토에 필요한 사항을 담당자에게 요청하고, 제출된 서류 등록/관리 및 열람 기능 제공
○ 감사지원은 공통 기능으로 제공"
감사지원 - 법률 지원,디지털감사,"- 소송관리: 소송/법률 지원 접수, 소송 현황파악, 소송 자료관리, 소송 대응, 고발/수사요청 진행상황 파악, 법률지원 집행관리, 처분요구 소송관리"
감사지원 - 법률 지원,디지털감사,"- 행정심판위원회: 심판청구서 접수 및 검토, 심판위원회"
감사원 결산업무 지원,디지털감사,"○ 회계검사의 절차에 따른 감사업무를 관리하는 기능 제공 
- 대상기관의 회계검사 보고서 제출 기능 제공 
- 대상기관의 필요적 보고사항 관련 보고내용 및 증거서류를 등록하는 기능 제공"
감사원 결산업무 지원,디지털감사,- 대상기관별 담당자 지정 후 시스템 등록 및 단체대화방(문자메시지전송 기능 포함) 기능 구현
감사원 결산업무 지원,디지털감사,"○ 감사원의 결산검사를 관리하는 기능 제공 
- 검사 자료요구 및 제출, 감사조서 제출 등의 기능 제공 
- 계산서 접수
○ 각 절차에 대하여 자료를 요구하고 제출받는 기능 제공"
감사원 결산업무 지원,디지털감사,"○감사원의 결산검사를 관리하는 기능 제공
 - 계산서 검사"
감사원 결산업무 지원,디지털감사,"○감사원의 결산검사를 관리하는 기능 제공
- 계산서 현황"
감사원 결산업무 지원,디지털감사,"○감사원의 결산검사를 관리하는 기능 제공
- 불부합처리"
감사원 결산업무 지원,디지털감사,"○감사원의 결산검사를 관리하는 기능 제공
- 증명책임자관리"
감사원 결산업무 지원,디지털감사,"○감사원의 결산검사를 관리하는 기능 제공
- 부호관리"
감사원 결산업무 지원,디지털감사,"○감사원의 결산검사를 관리하는 기능 제공
- 총세입세출마감"
감사원 결산업무 지원,디지털감사,"○감사원의 결산검사를 관리하는 기능 제공
- 목결산"
감사원 결산업무 지원,디지털감사,"○감사원의 결산검사를 관리하는 기능 제공
- 대상기관별 담당자 지정 후 시스템 등록 및 단체대화방(문자메시지전송 기능 포함) 기능 구현"
감사원 대행ㆍ위탁감사,디지털감사,"○ 제보의 경우 감사원에서 감사권한이 있는 기관에 의뢰하는 대행ㆍ위탁조사/감사를 관리하는 기능 제공
- 조사/감사계획을 수립하고, 대행/위탁기관에 조사/감사를 의뢰하는 기능 제공
·온나라 연계기안을 통해 결재하는 기능 제공
·결재자는 감사원 내부시스템 및 내부 메신저 등을 통해 알림을 제공받고 내부시스템에서 결재처리 기능 제공"
감사원 대행ㆍ위탁감사,디지털감사,"○ 대행ㆍ위탁조사/감사를 관리하는 기능 제공
- 감사실시를 관리하는 기능 제공
·개별 감사계획이 변경되는 경우 변경 사유, 변경 일자 등 변경 이력을 관리하는 기능 제공
·감사실시 절차에 따라 감사를 실시하는 기능 제공"
감사원 대행ㆍ위탁감사,디지털감사,"○ 대행ㆍ위탁조사/감사를 관리하는 기능 제공
·공지사항을 관리하는 기능 제공
·감사원과 감사실시 기관간 질의ㆍ답변 기능 제공"
감사원 대행ㆍ위탁감사,디지털감사,"○ 대행ㆍ위탁조사/감사를 관리하는 기능 제공
- 감사결과 보고서 작성 및 처리하는 기능 제공
·온나라 연계기안을 통해 결재하는 기능 제공
·감사결과 조치 권한에 따라 결과를 입력하는 기능 제공"
감사원 대행ㆍ위탁감사,디지털감사,"○ 대행ㆍ위탁조사/감사를 관리하는 기능 제공
- 감사원에서 감사실시기관에 결과를 통보하는 기능 제공
·온나라 연계기안을 통해 결재하는 기능 제공"
감사원 대행ㆍ위탁감사,디지털감사,"○ 대행ㆍ위탁조사/감사를 관리하는 기능 제공
- 감사결과 사후관리(이행상황 및 재심의) 기능 제공"
법령 검색,디지털감사,"○ 국가법령정보센터에서 제공하는 법령 조회 
- 국가 법령 원문 조회기능 
※ 통합검색 요구사항과 연계 제안 필요
○ 감사법령시스템에서 제공하는 법령/규칙/규정 조회 
- 카테고리별, 소관부서별 등 상세조회 기능 제공
○ 다중 화면에서 법령정보 검색화면 제공"
법령 검색,디지털감사,"○ 행정심판위원회, 조세심판원, 근로복지공단, 법원 판결정보 검색/조회 기능 제공"
연구관리 기능 구현,디지털감사,"○ 감사연구관리에 필요한 기능 제공 
- 연구과제계획 및 진행관리, 감사지원 요청 관리, 연구결과 관리, 학술활동관리
○ 감사 표준 프로세스를 준용하여 연구과제 관리 기능 제공"
연구관리 기능 구현,디지털감사,○ 학술활동관리는 홈페이지의 감사연구원과 연계 관리하는 방안 제시
문서편집기 구현,디지털감사,"○ 문서편집기 구동 환경
- Non-ActiveX 적용을 통한 보안 안정성 확보
- 전자감사관리시스템과 문서편집기간 상호 운용기능 제공
- CS 기반으로 1,000페이지 이상 대용량 문서를 작성 및 검토할 수 있는 기능 제공
- 고도화되는 문서편집기는 고도화 이전 버전에서 작성된 감사보고서, 참고자료 및 증거서류 등에 대한 상호 호환성 유지
○ 서식 관련
- 감사보고서 작성지침에 따른 표준 보고서 작성 서식 제공
- 보고서 종류에 따라 정해진 문구를 DB에서 호출하여 사용하는 기능 제공"
문서편집기 구현,디지털감사,"○ 작동기능 관련
- 문서 작성, 편집 등 문서편집기 기본 기능 지원
- 감사보고서 내 개인정보 등 민감정보의 일괄 익명화 처리기능 지원
- 문서편집기에서 1개의 보고서에 대하여 화면을 상·하·좌·우로 나눠서 볼 수 있는 기능 지원
- 누름틀을 이용한 보고서 작성 시 누름틀 삭제를 방지하거나 누름틀 기능을 대체할 수 있는 방안 제시
- 감사보고서 작성 시 보고서의 구조(목차)를 상시표시 목록으로 보여주고, 특정 목록 선택 시 해당 페이지로 이동하는 기능 제공
- 최근 작성한 보고서 목록정보 제공 및 자주 이용하는 보고서에 대한 즐겨찾기 기능 제공
- 2개 이상의 문서파일 비교 기능 지원 및 비교 시 동시 이동하는 스크롤의 동시 이동 및 정지기능 제공
- 메모 등록 및 등록된 메모에 댓글 작성기능 제공
- 감사보고서를 문장 구조별로 나눠서 저장하고, 각각 나눠서 저장된 문장구조를 불러올 때 기존 보고서 서식 유지 및 검색 기능 제공
- 편집 종료된 문서에 대해 편집 불가를 통한 문서 열람 기능 제공
- 서버 내 저장된 동영상, 오디오 자료를 원격에서 재생하거나 탐색하고 멀티미디어 정보를 관리하는 기능 제공
- 보고서 작성 중 강제저장 기능 제공
- 문서편집기에서 작성한 보고서를 pdf 파일로 변환 시 글자 깨짐 방지 기능 제공"
문서편집기 구현,디지털감사,"○ 증거서류 관련
- 다중링크, 다중주석, 다중 중복링크 등에 대한 허용
- 증거서류의 특정 영역에 대한 하이퍼링크 등록 및 증거서류 재사용 시 기존 등록한 하이퍼링크의 수정방지 기능 제공
- 보고서 및 증거서류 미리보기 기능 제공
* 파일 포맷: hwp(x), d○c(x), ppt(x), xls(x), pdf, txt, jpg, png bmp, gif 등
- 증거서류 등록 시 Drag&Dr○p 형태로 업로드 및 증거서류 등 등록 후 서류 정렬이나 순서 조정을 손쉽게 처리하는 기능을 제시
- 증거서류에 대한 특정 영역 강조표시 기능(박스, 밑줄, 하이라이트, 텍스트 표기 등) 제공"
감사 정보 관리,디지털감사,"○ 감사정보 관리에 필요한 감사정보 제출, 검색, 처리, 평가, 배부/이송, 소관부서 지정, 활용에 관한 정보 관리기능 제공 
- 지정된 양식에 감사정보를 작성하여 등록하는 기능 
- 등록된 정보를 검색, 출력, 평가 및 담당부서를 지정하는 기능 
* 관리 기능은 등록, 수정, 삭제, 조회, 목록조회 등으로 구성함 
* 구현되는 내용에 대한 상세사항은 담당자와 협의"
전자감사 통합검색,디지털감사,"○ 다양한 검색조건(AND, OR, N○T, XOR 등)을 사용한 업무메뉴 검색 및 해당 업무메뉴 선택시 이동기능 제공"
전자감사 통합검색,디지털감사,"○ 디지털감사 영역에 등록된 감사사항에 대한 기본정보* 및 보고서**에 대한 다양한 검색기능 및 검색결과를 내부 직원에게 제공 
* 기본정보: 감사종류, 감사사항명, 처분요구제목, 처분요구, 처분요구 요약, 조치사항, 대상기관, 소관기관, 분류번호, 적용 법령/법규, 감사자 등 
** 보고서: 개별처리안, 종합처리안, 감사계획보고, 심사/재심의, 감사제보(부패, 청탁금지 포함), 결과보고서, 심의참고자료 등

○ 법령정보*** 통합검색 기능 제공 
*** 법령, 행정규칙, 자치법규, 판례, 결정/해석/심판례, 위원회 결정문, 중앙부처 1차 해석례, 특별행정심판례

○ 감사정보****, 감사제보/청구*****, 감사청구 통합 검색기능 제공 
**** 제목, 정보내용 
***** 제목, 정보/제보/청구내용

○ 정보시스템 사용자 구분에 따라 검색결과 정보제공 제한 
※ 구현되는 내용에 대한 상세사항은 담당자와 협의"
사용자 정보 관리,디지털감사,"○ 디지털감사 영역에 대한 개인별 업무 수행내역 기록 
- 접근업무 메뉴명, 일시, 작업내역(열람, 입력, 수정, 삭제) 등"
감사통계,공통행정,"○ 통계는 원 전반의 상황을 정확하게 판단할 수 있도록 설계되어야 하고, 작업자의 통계산출을 위한 별도 수작업이 최소화되도록 설계"
감사통계,공통행정,"○ 정확한 통계를 위하여 주요 업무에 대한 통계 속성을 점검, 정의하여야 하고 (예, 감사 완료의 기준, 현장 감사 중 주요 관리업무 정의 등), 이를 설계에 반영하여 구축"
감사통계,공통행정,○ 집계성 데이터는 트랜잭션 데이터에서 직접 제공 가능하도록 DB를 설계하고 구축
감사통계,공통행정,○ 요약 통계는 필요 시 단계별 추적 조회가 가능하도록 구축
감사통계,공통행정,○ 중점분야 카테고리에 의한 진행 및 결과 통계정보 제공
감사통계,공통행정,"○ 업무절차에 따라 데이터를 집계하여 통계정보 표출 
- 예비관리번호-감사연번-예상문제점번호-개별사건번호-처분요구번호 등으로 연계되는 감사업무의 흐름을 추적하여 관리"
감사통계,공통행정,"○ 업무 분석을 통하여 집계성 통계와 관리자용 통계, 최고 운영층 통계정보 제공"
감사통계,공통행정,"○ 감사유형별 진행 및 결과 통계, 주요 관리 요소별 통계(ex: 적극행정면책)정보 제공 
- 감사 요청 경로별 통계, 국회 요청 대비 처리 통계 등 
- 감사결과 이행상황을 추적하는 통계 
- 관리 요소별 통계 (적극행정, 사전컨설팅, 모범사례 등) 
- 대상기관별 통계
- 처분요구 종류별 통계"
감사통계,공통행정,○ 조직별 통계와 기간 및 기한 분석 통계
감사통계,공통행정,○ 기타 조직의 성과 측정 및 역량 향상을 위한 통계 등
감사외 통계,공통행정,"○ 인사통계정보 
- 인력현황(직급별, 직렬직류별, 입직경로별, 부서별, 연령대별, 학력/자격증별) 통계조회 기능 제공 
- 별도정원현황, 정년예정현황, 의원면직자 및 전출자현황, 전문인력지정현황 통계조회 기능 제공 
- 인재검색, 인력현황(기본사항/임용일자/임용시험/자격증) 상세조회, 외국어능력우수자현황 통계조회 기능 제공"
감사외 통계,공통행정,"○ 인사분석정보 
- 희망보직반영률, 인사분석총괄현황(인력구성, 직급구조변화, 연령대별, 입직경로별, 여성감사인력구성, 학력자격증별) 통계조회 기능 제공 
- 승진소요평균연수, 승진개인별소요연수, 국외훈련유형별선호도 등의 통계조회 기능 제공"
감사외 통계,공통행정,"○ 일반출장여비 종합통계 
- 개인내역(국내여비 등), 월별/국과별/감사종류별/직급별/지역구분별 일반출장여비 통계조회 기능 제공"
통합요청/예약관리,공통행정,○ 통합요청하기: 방문자 요청 및 요청현황 조회 기능 제공
통합요청/예약관리,공통행정,○ 통합요청하기: 공용시설 요청 및 요청현황 조회 기능 제공
통합요청/예약관리,공통행정,○ 통합요청하기: 의료지원 요청 및 요청현황 조회 기능 제공
통합요청/예약관리,공통행정,○ 통합요청하기: 도서 요청 및 요청현황 조회 기능 제공
통합요청/예약관리,공통행정,○ 통합요청하기: 교육과정 요청 및 요청현황 조회 기능 제공
통합요청/예약관리,공통행정,○ 통합요청하기: 정부구매카드 요청 및 요청현황 조회 기능 제공
통합요청/예약관리,공통행정,○ 통합요청하기: 자료발간 요청 및 요청현황 조회 기능 제공
통합요청/예약관리,공통행정,○ 통합요청하기: 소모품 요청 및 요청현황 조회 기능 제공
통합요청/예약관리,공통행정,○ 통합요청하기: PC지원 요청 및 요청현황 조회 기능 제공
통합요청/예약관리,공통행정,○ 통합요청하기: 출입증 요청 및 요청현황 조회 기능 제공
통합요청/예약관리,공통행정,○ 통합요청하기: IT헬프데스크 요청 및 요청현황 조회 기능 제공
통합요청/예약관리,공통행정,"○ 도서 요청관리 
- 도서검색, 도서대출 예약/취소 등을 관리하는 기능 제공"
통합요청/예약관리,공통행정,"○ 도서 요청관리
- 희망도서 신청관리: 희망도서 신청/취소 정보를 관리하는 기능 제공"
통합요청/예약관리,공통행정,○ 교육과정 신청관리: 교육과정 신청/취소 정보를 관리하는 기능 제공
통합요청/예약관리,공통행정,"○ 자료발간 요청 및 처리: 자료발간 요청/취소, 접수/반려, 신청처리결과를 관리하는 기능 제공"
통합요청/예약관리,공통행정,"○ 소모품 신청 및 처리: 소모품 신청/취소, 접수/반려, 신청처리결과를 관리하는 기능 제공"
통합요청/예약관리,공통행정,○ PC 신청 및 처리: PC장비관리 관리하는 기능 제공
통합요청/예약관리,공통행정,○ PC 신청 및 처리: PC관련 신청정보 관리하는 기능 제공
통합요청/예약관리,공통행정,"○ 출입증 신청 및 처리: 출입증발급 신청/취소, 접수/반려, 신청처리결과를 관리하는 기능 제공"
통합요청/예약관리,공통행정,"○ 공용시설 예약관리 
- 연락사무소 예약/취소, 연락사무소 예약 승인/취소 관리 기능 제공 "
통합요청/예약관리,공통행정,"○ 공용시설 예약관리 
- 회의실 예약/취소, 회의실 예약 승인/취소 관리 기능 제공 "
통합요청/예약관리,공통행정,"○ 공용시설 예약관리 
- 휴게실 예약/취소, 휴게실 예약 승인/취소 관리 기능 제공"
통합요청/예약관리,공통행정,"○ 공용시설 예약관리 
- 주차장 예약/취소, 주차장 예약 승인/취소 관리 기능 제공"
통합요청/예약관리,공통행정,"○ 공용시설 예약관리 
- 교육원 부속시설 예약/취소, 교육원 부속시설 예약 승인/취소 관리 기능 제공"
통합요청/예약관리,공통행정,"○ 공용시설 예약관리 
- 식당 부속시설 예약/취소, 식당 예약 승인/취소 관리 기능 제공"
통합요청/예약관리,공통행정,○ 주말숙소 관리: 주말숙소 이용정보 및 현황을 관리하는 기능 제공
통합요청/예약관리,공통행정,"○ 의료지원 예약관리 
- 내과 예약/취소, 내과예약 승인/취소 등을 관리하는 기능 제공"
통합요청/예약관리,공통행정,"○ 의료지원 예약관리 
- 한의과 예약/취소, 한의과예약 승인/취소 등을 관리하는 기능 제공"
통합요청/예약관리,공통행정,"○ 의료지원 예약관리 
- 치과 예약/취소, 치과예약 승인/취소 등을 관리하는 기능 제공"
통합요청/예약관리,공통행정,"○ IT 헬프데스크 
- 단순문의 및 처리결과에 대한 정보관리 기능은 전자정부 표준프레임워크의 공통 컴포넌트를 활용하여 제공"
통합요청/예약관리,공통행정,"○ IT 헬프데스크 
- 전산개선 및 전산자료 요청/취소, 접수/반려, 요청처리결과를 관리하는 기능 제공 "
통합요청/예약관리,공통행정,"○ IT 헬프데스크 
- 사이버보안에 관한 요청/취소, 접수/반려, 요청처리 결과를 관리하는 기능 제공 "
통합요청/예약관리,공통행정,"○ IT 헬프데스크 
- 전산개선 요청 등록시 선택한 화면에 대한 자동 캡처 후 첨부파일에 자동 추가기능 제공 "
통합요청/예약관리,공통행정,"○ IT 헬프데스크 
- 관리자에 의한 원격 서비스 접속 및 지원 기능 제공"
통합계약관리,공통행정,"○ 용역계약관리 
- 용역계약 및 계약업체 정보관리, 용역계약별 지급정보, 통합계약 현황 조회 기능 제공 
"
통합계약관리,공통행정,"○ 용역계약관리 
- 용역계약별 지급 정보는 국가재정과 연계하여 제공"
비전자문서대장관리,공통행정,○ 비전자문서 대장 관리: 비전자문서 수발신정보를 관리하는 기능 제공
운영위원회 관리,공통행정,○ 운영위원회 의사진행현황: 위원회별 의결 현황 조회 기능 제공
운영위원회 관리,공통행정,○ 운영위원회 의사진행현황: 연도별 회의통계 조회 기능 제공
운영위원회 관리,공통행정,○ 운영위원회 기본정보관리: 위원회정보 관리 기능 제공
운영위원회 관리,공통행정,○ 운영위원회 기본정보관리: 위원정보 관리 기능 제공
운영위원회 관리,공통행정,○ 운영위원회 기본정보관리: 위원회구성정보 관리 기능 제공
운영위원회 관리,공통행정,○ 운영위원회 기본정보관리: 위원 기본 인적사항정보 관리 기능 제공
운영위원회 관리,공통행정,○ 운영위원회 기본정보관리: 위원 후보자 정보 관리 기능 제공
운영위원회 관리,공통행정,○ 운영위원회 기본정보관리: 위원활동정보 관리 기능 제공
운영위원회 관리,공통행정,○ 운영위원회 기본정보관리: 위원활동 평가정보 관리 기능 제공
운영위원회 관리,공통행정,○ 운영위원회 기본정보관리: 위원 수당 지급정보를 관리 기능 제공
운영위원회 관리,공통행정,○ 운영위원회 회의관리: 운영위원회별 회의정보 관리 기능 제공
운영위원회 관리,공통행정,"○ 운영위원회 회의안건관리: 회의별 회의안건정보, 회의안건별 세부안건정보, 관계인 정보 등 관리 기능 제공"
운영위원회 관리,공통행정,"○ 운영위원회 회의결과관리: 회의대장정보, 회의결과정보 등 관리 기능 제공"
운영위원회 관리,공통행정,○ 운영위원회 현황 관리기능 제공
운영위원회 관리,공통행정,○ 인력풀 관리기능 제공
운영위원회 관리,공통행정,○ 수당지급에 관한 관리기능 제공
통합도서관리,공통행정,○ 통합도서 현황: 도서현황 조회 기능 제공
통합도서관리,공통행정,○ 통합도서 현황: 도서대출현황 조회 기능 제공
통합도서관리,공통행정,○ 통합도서 현황: 도서예약현황 조회 기능 제공
통합도서관리,공통행정,"○ 통합도서 기준정보 관리: 도서분류, 도서세분류 등의 정보를 관리하는 기능 제공"
통합도서관리,공통행정,○ 도서자료 관리: 희망도서신청 접수 기능 제공
통합도서관리,공통행정,○ 도서자료 관리: 도서자료정보 기능 제공
통합도서관리,공통행정,○ 도서자료 관리: 바코드라벨 출력 기능 제공
통합도서관리,공통행정,○ 도서자료 관리: 책등라벨 출력 기능 제공
통합도서관리,공통행정,○ 도서자료 관리: 도서검색 기능 제공
통합도서관리,공통행정,○ 도서대출 관리: 도서대출예약 접수 기능 제공
통합도서관리,공통행정,"○ 도서대출 관리: 도서대출정보, 도서반납정보, 도서 반납/회수, 도서반납 청구서 출력 등의 기능 제공"
지식공유관리,공통행정,"○ 지식공유 기본정보 관리 
- 지식공유 카테고리 정보 등을 관리하기 위한 기능 제공"
지식공유관리,공통행정,"○ 지식공유 기본정보 관리 
- 개인의 노하우 등 지식을 수집하고 체계적으로 활용하기 위한 관리 기능 제공"
지식공유관리,공통행정,"○ 지식보관 관리 
- 보관지식 카테고리 정보 관리 기능 제공"
지식공유관리,공통행정,"○ 지식보관 관리 
- 지식담기 추가/삭제 관리 기능 제공"
지식공유관리,공통행정,"○ 지식보관 관리 
- 공유지식을 선택한 후 카테고리별로 보관하여 관리할 수 있도록 지원"
지식공유관리,공통행정,"○ 지식보관 관리 
- 지식수정 기능 제공"
지식공유관리,공통행정,"○ 지식보관 관리 
- 폐기 기능 제공"
지식공유관리,공통행정,"○ 지식공유 활동 현황 
- 지식현황(출처별, 기간별) 현황조회 기능 제공 "
지식공유관리,공통행정,"○ 지식공유 활동 현황 
- 지식활동현황(실/국별, 개인별) 현황조회 기능 제공"
지식공유관리,공통행정,"○ 지식공유 활동 현황 
- 지식점수현황(실/국별, 개인별) 현황조회 기능 제공"
지식공유관리,공통행정,"○ 지식공유 활동 현황 
- 지식커뮤니티현황(실/국별, 개인별) 현황조회 기능 제공"
지식공유관리,공통행정,"○ 지식공유 활동 현황 
- 사용자가 특정 지식의 습득을 필요로 하는 경우 해당 지식의 전문가를 통해 최적의 정보를 제공받을 수 있는 정보제공요청관리 기능 제공"
지식공유관리,공통행정,"○ 노하우 공유 
- 노하우 공유요청 및 답변, 노하우공유 및 댓글에 대한 관리 기능은 전자정부표준프레임워크의 공통 컴포넌트 기능을 활용하여 제공 "
지식공유관리,공통행정,"○ 노하우 공유 
- 노하우 공유요청에 대한 답변 만족도관리, 노하우 공유에 대한 공감도관리를 지원할 수 있도록 제공"
지식공유관리,공통행정,"○ 지식품질관리 
- 지식자료에 대한 우수지식선정 등을 지원하는 기능 제공"
지식공유관리,공통행정,"○ 지식평가기준정보관리 
- 지식에 대한 분류를 조직별, 유형별로 분류하고 관리하기 위한 목적으로 지식맵(조직별) 관리기능 제공"
지식공유관리,공통행정,"○ 지식평가기준정보관리 
- 지식평가항목 관리 기능 제공"
지식공유관리,공통행정,"○ 지식평가기준정보관리 
- 평가항목별 등급 관리 기능 제공"
지식공유관리,공통행정,"○ 지식평가기준정보관리 
- 지식점수부여대상 관리 기능 제공"
지식공유관리,공통행정,"○ 지식공유활동평가 
- 지식평가대상 지식공유정보 조회 기능 제공"
지식공유관리,공통행정,"○ 지식공유활동평가 
- 지식평가대상 승인/반려 기능 제공"
지식공유관리,공통행정,"○ 지식공유활동평가 
- 우수지식활동자 우수 승인/승인취소 기능 제공"
지식공유관리,공통행정,"○ 지식공유활동평가확정 
- 지식활동평가정보 수정 기능 제공"
지식공유관리,공통행정,"○ 지식공유활동평가확정 
- 평가 확정/확정취소 기능 제공 "
지식공유관리,공통행정,"○ 지식공유활동평가확정 
- 지식질문댓글평가 확정/확정취소 기능 제공 "
지식공유관리,공통행정,"○ 지식공유활동평가확정 
- 해당 지식의 전문가를 선정하고 등록 관리하기 위한 기능 제공"
지식공유관리,공통행정,"○ 감사e서재 
- 감사e서재 정보를 관리하는 기능 제공 
* 관리 기능은 등록, 수정, 삭제, 조회, 목록조회 등으로 구성함"
의견수렴관리,공통행정,○ 제안관리: 제안하기 기능 제공
의견수렴관리,공통행정,○ 제안관리: 제안검토요청 기능 제공
의견수렴관리,공통행정,○ 제안관리: 제안검토 및 평가 기능 제공
의견수렴관리,공통행정,○ 제안관리: 제안관리기록부 관리 기능 제공
